# SHEtoken WEI Country Trends 2015-2024 — all pillars
# (c) 2026 SHE Foundation
#
iso_code,country,year,wei_score,empowerment_score,education_score,economic_score,health_score,bodily_autonomy_score,safety_justice_score,dignity_welfare_score,digital_social_score,violence_penalty_score,tier
AUS,Australia,2021,85.3,81.2,95.4,79.9,96.4,89.4,83.4,85.4,84.9,16.2,1
BEL,Belgium,2021,85.0,79.2,95.4,80.9,96.4,87.4,83.4,85.4,83.9,13.2,1
AUT,Austria,2021,84.2,78.2,94.4,79.9,96.4,86.4,82.4,84.4,82.9,12.2,1
GBR,United Kingdom,2021,83.7,78.2,95.4,78.9,95.4,86.4,82.4,83.4,83.9,16.2,1
FRA,France,2021,83.1,77.2,94.4,78.9,95.4,85.4,81.4,83.4,82.9,15.2,1
ESP,Spain,2021,82.5,75.2,95.4,76.9,95.4,84.4,81.4,82.4,81.9,14.2,1
USA,United States,2021,82.5,76.2,95.4,73.9,93.4,93.4,79.4,81.4,82.9,20.2,1
PRT,Portugal,2021,81.2,73.2,94.4,74.9,94.4,83.4,80.4,81.4,79.9,13.2,1
JPN,Japan,2021,80.6,67.2,96.4,71.9,98.4,79.4,78.4,81.4,81.9,7.2,1
ISR,Israel,2021,79.0,71.2,95.4,74.9,95.4,77.4,76.4,77.4,78.9,15.2,1
KOR,South Korea,2021,78.2,64.2,96.4,68.9,97.4,77.4,76.4,79.4,78.9,11.2,1
URY,Uruguay,2021,75.9,71.2,94.4,68.9,93.4,77.4,74.4,75.4,74.9,26.2,1
CHN,China,2021,66.9,60.8,91.4,64.5,89.4,61.2,62.2,63.0,64.1,22.3,2
ARG,Argentina,2021,66.2,58.8,91.4,58.5,90.4,69.2,62.2,65.0,66.1,36.3,2
UKR,Ukraine,2021,65.8,56.8,91.4,62.5,89.4,65.2,60.2,63.0,64.1,28.3,2
CHL,Chile,2021,64.2,54.8,90.4,57.5,89.4,65.2,60.2,63.0,64.1,34.3,2
RUS,Russia,2021,63.1,54.8,90.4,60.5,87.4,61.2,56.2,59.0,60.1,26.3,2
KAZ,Kazakhstan,2021,62.6,52.8,90.4,60.5,87.4,59.2,58.2,59.0,58.1,26.3,2
PHL,Philippines,2021,62.1,63.8,89.4,58.5,81.4,59.2,56.2,57.0,58.1,32.3,2
VNM,Vietnam,2021,62.1,56.8,88.4,56.5,87.4,55.2,58.2,57.0,56.1,20.3,2
THA,Thailand,2021,61.6,55.8,86.4,58.5,87.4,57.2,56.2,57.0,58.1,26.3,2
BRA,Brazil,2021,59.9,53.8,88.4,54.5,87.4,63.2,54.2,57.0,58.1,44.3,2
LKA,Sri Lanka,2021,59.9,54.8,90.4,52.5,84.4,57.2,54.2,55.0,54.1,26.3,2
COL,Colombia,2021,57.8,50.8,88.4,50.5,86.4,55.2,54.2,57.0,58.1,42.3,2
MNG,Mongolia,2021,57.5,53.8,89.4,52.5,83.4,53.2,52.2,53.0,54.1,36.3,2
MEX,Mexico,2021,55.3,45.8,86.4,48.5,84.4,57.2,50.2,55.0,56.1,46.3,2
RWA,Rwanda,2021,55.2,62.8,82.4,48.5,71.4,51.2,54.2,51.0,46.1,34.3,2
TUR,Turkey,2021,55.2,46.8,80.4,52.5,85.4,51.2,50.2,53.0,54.1,34.3,2
BOL,Bolivia,2021,54.4,50.8,86.4,48.5,81.4,51.2,50.2,51.0,50.1,40.3,2
TUN,Tunisia,2021,54.2,44.8,83.4,48.5,81.4,49.2,50.2,51.0,52.1,28.3,2
NAM,Namibia,2021,53.8,53.8,86.4,50.5,75.4,51.2,52.2,51.0,52.1,50.3,2
BWA,Botswana,2021,53.8,54.8,85.4,52.5,73.4,51.2,50.2,51.0,50.1,46.3,2
PER,Peru,2021,53.8,48.8,86.4,48.5,81.4,49.2,50.2,51.0,50.1,40.3,2
IDN,Indonesia,2021,52.2,42.8,80.4,48.5,77.4,49.2,48.2,49.0,50.1,30.3,2
ZAF,South Africa,2021,51.3,54.8,83.4,50.5,77.4,53.2,46.2,51.0,52.1,70.3,2
HND,Honduras,2021,49.6,46.8,83.4,46.5,79.4,47.2,46.2,47.0,46.1,54.3,2
MAR,Morocco,2021,48.6,38.8,74.4,42.5,79.4,43.2,46.2,45.0,44.1,26.3,2
KEN,Kenya,2021,47.0,46.8,78.4,44.5,67.4,43.2,44.2,43.0,42.1,40.3,2
GHA,Ghana,2021,46.9,43.8,80.4,42.5,69.4,41.2,44.2,43.0,42.1,36.3,2
IND,India,2021,46.6,45.3,72.4,43.0,67.4,41.2,48.2,45.5,42.1,38.3,2
KHM,Cambodia,2021,39.5,30.6,72.0,38.7,71.0,33.0,34.2,33.2,32.3,32.2,3
BGD,Bangladesh,2021,39.0,38.1,68.0,36.7,67.0,31.0,36.2,33.2,34.3,38.2,3
LAO,Laos,2021,37.9,30.6,70.0,36.7,69.0,29.0,32.2,31.2,30.3,28.2,3
JOR,Jordan,2021,37.7,22.6,78.0,30.7,79.0,27.0,30.2,29.2,32.3,26.2,3
NPL,Nepal,2021,37.1,34.6,66.0,34.7,65.0,29.0,34.2,31.2,32.3,34.2,3
GTM,Guatemala,2021,35.7,32.6,68.0,36.7,73.0,29.0,30.2,29.2,30.3,50.2,3
MMR,Myanmar,2021,35.2,24.6,70.0,34.7,69.0,31.0,26.2,33.2,32.3,42.2,3
EGY,Egypt,2021,33.9,22.6,68.0,32.7,73.0,21.0,28.2,27.2,28.3,30.2,3
ZWE,Zimbabwe,2021,30.8,30.6,70.0,30.7,57.0,23.0,28.2,23.2,24.3,48.2,3
UGA,Uganda,2021,30.0,32.6,64.0,30.7,55.0,23.0,28.2,23.2,24.3,50.2,3
TZA,Tanzania,2021,29.2,28.6,62.0,32.7,57.0,21.0,26.2,21.2,22.3,44.2,3
ZMB,Zambia,2021,28.8,28.6,62.0,32.7,55.0,21.0,26.2,21.2,22.3,46.2,3
NGA,Nigeria,2021,26.5,26.6,58.0,30.7,51.0,19.0,22.7,21.2,22.3,46.2,3
PNG,Papua New Guinea,2021,26.4,24.6,58.0,28.7,57.0,21.0,24.2,23.2,24.3,58.2,3
CMR,Cameroon,2021,26.2,26.6,58.0,28.7,51.0,17.0,24.2,19.2,20.3,42.2,3
IRQ,Iraq,2021,26.2,16.6,56.0,22.7,69.0,17.0,22.2,19.2,18.3,34.2,3
MOZ,Mozambique,2021,26.0,26.6,56.0,28.7,51.0,19.0,24.2,19.2,20.3,44.2,3
PAK,Pakistan,2021,25.7,22.6,48.0,30.2,61.0,17.0,22.2,21.2,20.3,42.2,3
ETH,Ethiopia,2021,25.0,24.6,53.0,28.7,51.0,17.0,20.2,16.2,20.3,36.2,3
CIV,Ivory Coast,2021,25.0,24.6,56.0,28.7,49.0,15.0,22.2,19.2,18.3,38.2,3
HTI,Haiti,2021,23.6,22.6,54.0,26.7,45.0,19.0,22.2,19.2,18.3,46.2,3
SDN,Sudan,2021,20.7,14.6,40.0,20.7,47.0,11.0,26.2,22.2,14.3,34.2,3
SYR,Syria,2021,15.6,15.6,43.0,17.1,45.6,11.6,12.6,9.6,11.3,50.1,4
MLI,Mali,2021,13.6,15.6,35.0,17.1,37.6,7.6,10.6,7.6,9.3,38.1,4
COD,DRC,2021,11.6,13.6,37.0,15.1,35.6,9.6,12.6,7.6,11.3,60.1,4
NER,Niger,2021,10.1,13.6,23.0,13.1,29.6,4.6,11.6,5.6,7.3,34.1,4
TCD,Chad,2021,9.9,11.6,27.0,15.1,31.6,5.6,8.6,5.6,7.3,40.1,4
YEM,Yemen,2021,9.5,9.6,27.0,13.1,37.6,7.6,10.6,7.6,7.3,54.1,4
SSD,South Sudan,2021,9.1,13.6,27.0,15.1,29.6,7.6,8.6,5.6,7.3,52.1,4
CAF,Central African Republic,2021,9.0,11.6,29.0,15.1,31.6,7.6,8.6,5.6,7.3,54.1,4
SOM,Somalia,2021,4.8,7.6,19.0,11.1,27.6,3.6,6.6,3.6,5.3,56.1,4
AFG,Afghanistan,2021,-3.0,0,0,1.5,31.6,0,0.8,0,0,71.1,4
ISL,Iceland,2022,92.9,94.4,97.5,87.5,96.7,95.5,91.7,91.5,94.3,8.2,1
NOR,Norway,2022,91.9,92.4,96.5,85.5,97.7,94.5,90.7,90.5,93.3,8.2,1
FIN,Finland,2022,91.1,91.4,97.5,84.5,96.7,93.5,89.7,89.5,92.3,8.2,1
SWE,Sweden,2022,91.1,90.4,96.5,86.5,96.7,94.5,88.7,90.5,93.3,10.2,1
DNK,Denmark,2022,89.7,88.4,95.5,84.5,95.7,92.5,87.7,89.5,91.3,9.2,1
NZL,New Zealand,2022,88.3,87.4,96.5,82.5,95.7,91.5,86.7,87.5,89.3,13.2,1
NLD,Netherlands,2022,87.1,83.4,95.5,81.5,96.7,89.5,84.7,87.5,89.3,12.2,1
CHE,Switzerland,2022,86.7,82.4,95.5,81.5,96.7,88.5,83.7,87.5,87.3,10.2,1
CAN,Canada,2022,86.7,84.4,96.5,79.5,95.7,90.5,83.7,86.5,89.3,14.2,1
DEU,Germany,2022,86.4,83.4,94.5,80.5,94.7,89.5,84.7,86.5,88.3,12.2,1
IRL,Ireland,2022,86.0,81.4,96.5,79.5,96.7,87.5,83.7,86.5,87.3,11.2,1
AUS,Australia,2022,85.2,81.4,95.5,78.5,95.7,89.5,82.7,85.5,87.3,16.1,1
BEL,Belgium,2022,85.0,79.4,95.5,79.5,95.7,87.5,82.7,85.5,86.3,13.2,1
AUT,Austria,2022,84.2,78.4,94.5,78.5,95.7,86.5,81.7,84.5,85.3,12.2,1
GBR,United Kingdom,2022,83.7,78.4,95.5,77.5,94.7,86.5,81.7,83.5,86.3,16.1,1
FRA,France,2022,83.1,77.4,94.5,77.5,94.7,85.5,80.7,83.5,85.3,15.2,1
ESP,Spain,2022,82.4,75.4,95.5,75.5,94.7,84.5,80.7,82.5,84.3,14.2,1
PRT,Portugal,2022,81.2,73.4,94.5,73.5,93.7,83.5,79.7,81.5,82.3,13.2,1
JPN,Japan,2022,80.5,67.4,96.5,70.5,97.7,79.5,77.7,81.5,84.3,7.2,1
USA,United States,2022,79.2,76.4,95.5,72.5,92.7,73.5,76.7,81.5,85.3,20.1,1
ISR,Israel,2022,78.9,71.4,95.5,73.5,94.7,77.5,75.7,77.5,81.3,15.2,1
KOR,South Korea,2022,78.1,64.4,96.5,67.5,96.7,77.5,75.7,79.5,81.3,11.2,1
URY,Uruguay,2022,75.9,71.4,94.5,67.5,92.7,77.5,73.7,75.5,77.3,26.1,1
CHN,China,2022,67.0,61.1,91.8,63.2,89.0,61.4,61.5,63.2,66.7,22.2,2
ARG,Argentina,2022,66.3,59.1,91.8,57.2,90.0,69.4,61.5,65.2,68.7,36.2,2
UKR,Ukraine,2022,65.9,57.1,91.8,61.2,89.0,65.4,59.5,63.2,66.7,28.2,2
CHL,Chile,2022,65.5,59.1,90.8,56.2,89.0,69.4,59.5,63.2,66.7,34.2,2
RUS,Russia,2022,63.3,55.1,90.8,59.2,87.0,61.4,55.5,59.2,62.7,26.2,2
KAZ,Kazakhstan,2022,62.7,53.1,90.8,59.2,87.0,59.4,57.5,59.2,60.7,26.2,2
PHL,Philippines,2022,62.2,64.1,89.8,57.2,81.0,59.4,55.5,57.2,60.7,32.2,2
VNM,Vietnam,2022,62.2,57.1,88.8,55.2,87.0,55.4,57.5,57.2,58.7,20.2,2
THA,Thailand,2022,61.7,56.1,86.8,57.2,87.0,57.4,55.5,57.2,60.7,26.2,2
LKA,Sri Lanka,2022,60.1,55.1,90.8,51.2,84.0,57.4,53.5,55.2,56.7,26.2,2
BRA,Brazil,2022,60.0,54.1,88.8,53.2,87.0,63.4,53.5,57.2,60.7,44.2,2
COL,Colombia,2022,59.1,51.1,88.8,49.2,86.0,63.4,53.5,57.2,60.7,42.2,2
MNG,Mongolia,2022,57.6,54.1,89.8,51.2,83.0,53.4,51.5,53.2,56.7,36.2,2
MEX,Mexico,2022,55.4,46.1,86.8,47.2,84.0,57.4,49.5,55.2,58.7,46.2,2
RWA,Rwanda,2022,55.4,63.1,82.8,47.2,71.0,51.4,53.5,51.2,48.7,34.2,2
TUR,Turkey,2022,55.3,47.1,80.8,51.2,85.0,51.4,49.5,53.2,56.7,34.2,2
BOL,Bolivia,2022,54.5,51.1,86.8,47.2,81.0,51.4,49.5,51.2,52.7,40.2,2
TUN,Tunisia,2022,54.3,45.1,83.8,47.2,81.0,49.4,49.5,51.2,54.7,28.2,2
NAM,Namibia,2022,53.9,54.1,86.8,49.2,75.0,51.4,51.5,51.2,54.7,50.2,2
BWA,Botswana,2022,53.9,55.1,85.8,51.2,73.0,51.4,49.5,51.2,52.7,46.2,2
PER,Peru,2022,53.9,49.1,86.8,47.2,81.0,49.4,49.5,51.2,52.7,40.2,2
IDN,Indonesia,2022,52.3,43.1,80.8,47.2,77.0,49.4,47.5,49.2,52.7,30.2,2
ZAF,South Africa,2022,51.4,55.1,83.8,49.2,77.0,53.4,45.5,51.2,54.7,70.2,2
HND,Honduras,2022,49.7,47.1,83.8,45.2,79.0,47.4,45.5,47.2,48.7,54.2,2
MAR,Morocco,2022,48.7,39.1,74.8,41.2,79.0,43.4,45.5,45.2,46.7,26.2,2
KEN,Kenya,2022,47.1,47.1,78.8,43.2,67.0,43.4,43.5,43.2,44.7,40.2,2
GHA,Ghana,2022,47.0,44.1,80.8,41.2,69.0,41.4,43.5,43.2,44.7,36.2,2
IND,India,2022,46.3,45.6,72.8,40.8,67.0,41.4,47.5,43.2,44.7,38.2,2
KHM,Cambodia,2022,39.6,30.9,72.5,37.4,70.7,33.2,33.5,33.4,34.9,32.1,3
BGD,Bangladesh,2022,39.1,38.5,68.5,35.4,66.7,31.2,35.5,33.4,36.9,38.1,3
LAO,Laos,2022,38.0,30.9,70.5,35.4,68.7,29.2,31.6,31.4,32.9,28.1,3
MMR,Myanmar,2022,37.9,33.0,70.5,37.4,68.7,31.2,31.6,33.4,34.9,42.1,3
JOR,Jordan,2022,37.9,22.9,78.5,29.4,78.7,27.2,29.6,29.4,34.9,26.1,3
NPL,Nepal,2022,37.3,35.0,66.5,33.4,64.7,29.2,33.5,31.4,34.9,34.1,3
GTM,Guatemala,2022,35.9,33.0,68.5,35.4,72.7,29.2,29.6,29.4,32.9,50.1,3
EGY,Egypt,2022,34.0,22.9,68.5,31.4,72.7,21.2,27.6,27.4,30.9,30.1,3
ZWE,Zimbabwe,2022,31.0,30.9,70.5,29.4,56.6,23.2,27.6,23.4,26.9,48.1,3
UGA,Uganda,2022,30.1,33.0,64.5,29.4,54.6,23.2,27.6,23.4,26.9,50.1,3
TZA,Tanzania,2022,29.4,28.9,62.5,31.4,56.6,21.2,25.6,21.4,24.9,44.1,3
ZMB,Zambia,2022,28.9,28.9,62.5,31.4,54.6,21.2,25.6,21.4,24.9,46.1,3
NGA,Nigeria,2022,27.1,26.9,58.5,29.4,50.6,19.2,25.1,21.4,24.9,46.1,3
PNG,Papua New Guinea,2022,26.5,24.9,58.5,27.4,56.6,21.2,23.6,23.4,26.9,58.1,3
IRQ,Iraq,2022,26.4,16.9,56.5,21.4,68.7,17.2,21.6,19.4,20.9,34.1,3
CMR,Cameroon,2022,26.3,26.9,58.5,27.4,50.6,17.2,23.6,19.4,22.9,42.1,3
MOZ,Mozambique,2022,26.2,26.9,56.5,27.4,50.6,19.2,23.6,19.4,22.9,44.1,3
ETH,Ethiopia,2022,26.0,24.9,53.5,27.4,50.6,17.2,23.6,19.4,22.9,36.1,3
CIV,Ivory Coast,2022,25.2,24.9,56.5,27.4,48.6,15.2,21.6,19.4,20.9,38.1,3
PAK,Pakistan,2022,25.1,22.9,48.5,25.9,60.6,17.2,21.6,17.4,22.9,42.1,3
HTI,Haiti,2022,23.7,22.9,54.5,25.4,44.6,19.2,21.6,19.4,20.9,46.1,3
SDN,Sudan,2022,20.8,14.9,40.5,19.4,46.6,11.2,25.6,22.4,16.8,34.1,3
SYR,Syria,2022,15.6,15.7,43.2,15.7,45.1,11.7,11.8,9.7,13.6,50.1,4
MLI,Mali,2022,13.6,15.7,35.2,15.7,37.1,7.7,9.8,7.7,11.6,38.1,4
COD,DRC,2022,11.6,13.7,37.2,13.7,35.1,9.7,11.8,7.7,13.6,60.1,4
NER,Niger,2022,10.1,13.7,23.2,11.7,29.1,4.7,10.8,5.7,9.6,34.1,4
TCD,Chad,2022,9.9,11.7,27.2,13.7,31.1,5.7,7.8,5.7,9.6,40.1,4
YEM,Yemen,2022,9.4,9.7,27.2,11.7,37.1,7.7,9.8,7.7,9.6,54.1,4
SSD,South Sudan,2022,9.0,13.7,27.2,13.7,29.1,7.7,7.8,5.7,9.6,52.1,4
CAF,Central African Republic,2022,9.0,11.7,29.2,13.7,31.1,7.7,7.8,5.7,9.6,54.1,4
AFG,Afghanistan,2022,5.6,5.7,17.2,7.7,31.1,3.7,7.8,5.7,4.6,46.1,4
SOM,Somalia,2022,4.8,7.7,19.2,9.7,27.1,3.7,5.8,3.7,7.6,56.1,4
ISL,Iceland,2023,93.0,94.6,97.7,87.7,96.8,95.7,91.8,91.7,93.7,8.1,1
NOR,Norway,2023,92.0,92.6,96.7,85.7,97.8,94.7,90.8,90.7,92.7,8.1,1
FIN,Finland,2023,91.2,91.6,97.7,84.7,96.8,93.7,89.8,89.7,91.7,8.1,1
SWE,Sweden,2023,91.2,90.6,96.7,86.7,96.8,94.7,88.8,90.7,92.7,10.1,1
DNK,Denmark,2023,89.8,88.6,95.7,84.7,95.8,92.7,87.8,89.7,90.7,9.1,1
NZL,New Zealand,2023,88.4,87.6,96.7,82.7,95.8,91.7,86.8,87.7,88.7,13.1,1
NLD,Netherlands,2023,87.2,83.6,95.7,81.7,96.8,89.7,84.8,87.7,88.7,12.1,1
CHE,Switzerland,2023,86.8,82.6,95.7,81.7,96.8,88.7,83.8,87.7,86.7,10.1,1
CAN,Canada,2023,86.8,84.6,96.7,79.7,95.8,90.7,83.8,86.7,88.7,14.1,1
DEU,Germany,2023,86.5,83.6,94.7,80.7,94.8,89.7,84.8,86.7,87.7,12.1,1
IRL,Ireland,2023,86.1,81.6,96.7,79.7,96.8,87.7,83.8,86.7,86.7,11.1,1
AUS,Australia,2023,85.3,81.6,95.7,78.7,95.8,89.7,82.8,85.7,86.7,16.1,1
BEL,Belgium,2023,85.1,79.6,95.7,79.7,95.8,87.7,82.8,85.7,85.7,13.1,1
AUT,Austria,2023,84.3,78.6,94.7,78.7,95.8,86.7,81.8,84.7,84.7,12.1,1
GBR,United Kingdom,2023,83.8,78.6,95.7,77.7,94.8,86.7,81.8,83.7,85.7,16.1,1
FRA,France,2023,83.2,77.6,94.7,77.7,94.8,85.7,80.8,83.7,84.7,15.1,1
ESP,Spain,2023,82.5,75.6,95.7,75.7,94.8,84.7,80.8,82.7,83.7,14.1,1
PRT,Portugal,2023,81.3,73.6,94.7,73.7,93.8,83.7,79.8,81.7,81.7,13.1,1
JPN,Japan,2023,80.6,67.6,96.7,70.7,97.8,79.7,77.8,81.7,83.7,7.1,1
USA,United States,2023,80.3,76.6,95.7,72.7,92.8,79.7,77.8,81.7,84.7,20.1,1
ISR,Israel,2023,79.0,71.6,95.7,73.7,94.8,77.7,75.8,77.7,80.7,15.1,1
KOR,South Korea,2023,78.2,64.6,96.7,67.7,96.8,77.7,75.8,79.7,80.7,11.1,1
URY,Uruguay,2023,76.0,71.6,94.7,67.7,92.8,77.7,73.8,75.7,76.7,26.1,1
CHN,China,2023,67.2,61.4,92.2,63.5,89.3,61.6,61.7,63.5,66.3,22.2,2
ARG,Argentina,2023,66.5,59.4,92.2,57.5,90.3,69.6,61.7,65.5,68.3,36.2,2
UKR,Ukraine,2023,66.1,57.4,92.2,61.5,89.3,65.6,59.7,63.5,66.3,28.2,2
CHL,Chile,2023,65.1,57.4,91.2,56.5,89.3,67.6,59.7,63.5,66.3,34.2,2
RUS,Russia,2023,63.5,55.4,91.2,59.5,87.3,61.6,55.7,59.5,62.3,26.2,2
KAZ,Kazakhstan,2023,62.9,53.4,91.2,59.5,87.3,59.6,57.7,59.5,60.3,26.2,2
PHL,Philippines,2023,62.4,64.4,90.2,57.5,81.3,59.6,55.7,57.5,60.3,32.2,2
VNM,Vietnam,2023,62.4,57.4,89.2,55.5,87.3,55.6,57.7,57.5,58.3,20.2,2
THA,Thailand,2023,61.9,56.4,87.2,57.5,87.3,57.6,55.7,57.5,60.3,26.2,2
LKA,Sri Lanka,2023,60.3,55.4,91.2,51.5,84.3,57.6,53.7,55.5,56.3,26.2,2
BRA,Brazil,2023,60.2,54.4,89.2,53.5,87.3,63.6,53.7,57.5,60.3,44.2,2
COL,Colombia,2023,58.7,51.4,89.2,49.5,86.3,59.6,53.7,57.5,60.3,42.2,2
MNG,Mongolia,2023,57.8,54.4,90.2,51.5,83.3,53.6,51.7,53.5,56.3,36.2,2
MEX,Mexico,2023,55.6,46.4,87.2,47.5,84.3,57.6,49.7,55.5,58.3,46.2,2
RWA,Rwanda,2023,55.6,63.4,83.2,47.5,71.3,51.6,53.7,51.5,48.3,34.2,2
TUR,Turkey,2023,55.5,47.4,81.2,51.5,85.3,51.6,49.7,53.5,56.3,34.2,2
BOL,Bolivia,2023,54.7,51.4,87.2,47.5,81.3,51.6,49.7,51.5,52.3,40.2,2
TUN,Tunisia,2023,54.5,45.4,84.2,47.5,81.3,49.6,49.7,51.5,54.3,28.2,2
NAM,Namibia,2023,54.1,54.4,87.2,49.5,75.3,51.6,51.7,51.5,54.3,50.2,2
BWA,Botswana,2023,54.1,55.4,86.2,51.5,73.3,51.6,49.7,51.5,52.3,46.2,2
PER,Peru,2023,54.1,49.4,87.2,47.5,81.3,49.6,49.7,51.5,52.3,40.2,2
IDN,Indonesia,2023,52.5,43.4,81.2,47.5,77.3,49.6,47.7,49.5,52.3,30.2,2
ZAF,South Africa,2023,51.6,55.4,84.2,49.5,77.3,53.6,45.7,51.5,54.3,70.2,2
HND,Honduras,2023,49.9,47.4,84.2,45.5,79.3,47.6,45.7,47.5,48.3,54.2,2
MAR,Morocco,2023,48.9,39.4,75.2,41.5,79.3,43.6,45.7,45.5,46.3,26.2,2
KEN,Kenya,2023,47.3,47.4,79.2,43.5,67.3,43.6,43.7,43.5,44.3,40.2,2
GHA,Ghana,2023,47.2,44.4,81.2,41.5,69.3,41.6,43.7,43.5,44.3,36.2,2
IND,India,2023,47.1,45.9,73.2,42.0,67.3,41.6,47.7,43.5,48.3,38.2,2
KHM,Cambodia,2023,39.8,31.3,73.0,37.6,71.1,33.5,33.7,33.6,34.4,32.1,3
BGD,Bangladesh,2023,39.3,38.8,69.0,35.6,67.1,31.5,35.7,33.6,36.4,38.1,3
LAO,Laos,2023,38.2,31.3,71.0,35.6,69.1,29.5,31.7,31.6,32.4,28.1,3
MMR,Myanmar,2023,38.1,33.3,71.0,37.6,69.1,31.5,31.7,33.6,34.4,42.1,3
JOR,Jordan,2023,38.1,23.3,79.0,29.6,79.1,27.5,29.7,29.6,34.4,26.1,3
NPL,Nepal,2023,37.5,35.3,67.0,33.6,65.1,29.5,33.7,31.6,34.4,34.1,3
GTM,Guatemala,2023,36.1,33.3,69.0,35.6,73.1,29.5,29.7,29.6,32.4,50.1,3
EGY,Egypt,2023,34.2,23.3,69.0,31.6,73.1,21.5,27.7,27.6,30.4,30.1,3
ZWE,Zimbabwe,2023,31.2,31.3,71.0,29.6,57.1,23.5,27.7,23.6,26.4,48.1,3
UGA,Uganda,2023,30.4,33.3,65.0,29.6,55.1,23.5,27.7,23.6,26.4,50.1,3
TZA,Tanzania,2023,29.6,29.3,63.0,31.6,57.1,21.5,25.7,21.6,24.4,44.1,3
ZMB,Zambia,2023,29.2,29.3,63.0,31.6,55.1,21.5,25.7,21.6,24.4,46.1,3
NGA,Nigeria,2023,27.1,27.3,59.0,29.6,51.1,19.5,23.7,21.6,24.4,46.1,3
PNG,Papua New Guinea,2023,26.8,25.3,59.0,27.6,57.1,21.5,23.7,23.6,26.4,58.1,3
CMR,Cameroon,2023,26.6,27.3,59.0,27.6,51.1,17.5,23.7,19.6,22.4,42.1,3
IRQ,Iraq,2023,26.6,17.3,57.0,21.6,69.1,17.5,21.7,19.6,20.4,34.1,3
MOZ,Mozambique,2023,26.4,27.3,57.0,27.6,51.1,19.5,23.7,19.6,22.4,44.1,3
ETH,Ethiopia,2023,26.3,25.3,54.0,27.6,51.1,17.5,23.7,19.6,22.4,36.1,3
PAK,Pakistan,2023,25.7,23.3,49.0,27.6,61.1,17.5,21.7,19.6,22.4,42.1,3
CIV,Ivory Coast,2023,25.4,25.3,57.0,27.6,49.1,15.5,21.7,19.6,20.4,38.1,3
HTI,Haiti,2023,23.9,23.3,55.0,25.6,45.1,19.5,21.7,19.6,20.4,46.1,3
SDN,Sudan,2023,18.8,15.3,41.0,19.6,47.1,11.5,15.7,14.6,16.4,34.1,3
SYR,Syria,2023,15.6,15.8,43.5,15.8,45.4,11.8,11.9,9.8,12.9,50.0,4
MLI,Mali,2023,13.0,11.8,35.5,15.8,37.4,7.8,9.9,7.8,10.9,38.0,4
COD,DRC,2023,11.7,13.8,37.5,13.8,35.4,9.8,11.9,7.8,12.9,60.0,4
TCD,Chad,2023,9.9,11.8,27.5,13.8,31.4,5.8,7.9,5.8,8.9,40.0,4
YEM,Yemen,2023,9.5,9.8,27.5,11.8,37.4,7.8,9.9,7.8,8.9,54.0,4
SSD,South Sudan,2023,9.1,13.8,27.5,13.8,29.4,7.8,7.9,5.8,8.9,52.0,4
CAF,Central African Republic,2023,9.1,11.8,29.5,13.8,31.4,7.8,7.9,5.8,8.9,54.0,4
NER,Niger,2023,8.1,5.8,23.5,11.8,29.4,4.8,4.9,5.8,8.9,34.0,4
AFG,Afghanistan,2023,5.7,5.8,17.5,7.8,31.4,3.8,7.9,5.8,3.9,46.0,4
SOM,Somalia,2023,4.8,7.8,19.5,9.8,27.4,3.8,5.9,3.8,6.9,56.0,4
ISL,Iceland,2024,93.2,94.8,97.8,87.8,96.9,95.8,91.9,91.8,95.1,8.1,1
NOR,Norway,2024,92.2,92.8,96.8,85.8,97.9,94.8,90.9,90.8,94.1,8.1,1
FIN,Finland,2024,91.4,91.8,97.8,84.8,96.9,93.8,89.9,89.8,93.1,8.1,1
SWE,Sweden,2024,91.4,90.8,96.8,86.8,96.9,94.8,88.9,90.8,94.1,10.1,1
DNK,Denmark,2024,90.0,88.8,95.8,84.8,95.9,92.8,87.9,89.8,92.1,9.1,1
NZL,New Zealand,2024,88.6,87.8,96.8,82.8,95.9,91.8,86.9,87.8,90.1,13.1,1
NLD,Netherlands,2024,87.4,83.8,95.8,81.8,96.9,89.8,84.9,87.8,90.1,12.1,1
CAN,Canada,2024,87.1,84.8,96.8,79.8,95.9,90.8,83.9,86.8,90.1,14.1,1
CHE,Switzerland,2024,87.0,82.8,95.8,81.8,96.9,88.8,83.9,87.8,88.1,10.1,1
DEU,Germany,2024,86.8,83.8,94.8,80.8,94.9,89.8,84.9,86.8,89.1,12.1,1
IRL,Ireland,2024,86.4,81.8,96.8,79.8,96.9,87.8,83.9,86.8,88.1,11.1,1
AUS,Australia,2024,85.6,81.8,95.8,78.8,95.9,89.8,82.9,85.8,88.1,16.1,1
BEL,Belgium,2024,85.3,79.8,95.8,79.8,95.9,87.8,82.9,85.8,87.1,13.1,1
AUT,Austria,2024,84.5,78.8,94.8,78.8,95.9,86.8,81.9,84.8,86.1,12.1,1
GBR,United Kingdom,2024,84.0,78.8,95.8,77.8,94.9,86.8,81.9,83.8,87.1,16.1,1
FRA,France,2024,83.4,77.8,94.8,77.8,94.9,85.8,80.9,83.8,86.1,15.1,1
ESP,Spain,2024,82.8,75.8,95.8,75.8,94.9,84.8,80.9,82.8,85.1,14.1,1
PRT,Portugal,2024,81.5,73.8,94.8,73.8,93.9,83.8,79.9,81.8,83.1,13.1,1
